STU_ID,X2SEX,X2RACE,X2SESQ5,X2TXMQUINT,X2MTHID,X2MTHUTI,X2MTHEFF,X2MTHINT_R
21540,1,8,-8,-8,-8,-8,-8,-8
21541,2,3,3,-8,-8,-8,-8,-8
21542,1,4,1,2,-0.42,-0.28,-0.88,-0.6
21543,2,5,1,2,0.12,1.21,0.11,0.86
21544,1,6,4,2,1.82,1.21,1.52,0.98
21545,1,2,1,3,0.7,1.21,0.71,1.38
21546,2,8,5,3,-0.42,-0.5,0.11,0.21
21547,2,5,2,4,0.7,-0.5,0.32,0.44
21548,2,5,2,3,-0.42,-1.14,-1.3,-0.59
21549,2,8,5,3,0.7,-0.28,-0.35,-0.6
21551,2,8,5,3,-0.42,-0.5,0.32,0.44
21553,2,8,4,2,-1.54,-0.5,0.32,-0.2
21554,1,5,3,4,0.7,0.8,1.34,0.83
21555,2,5,3,2,-1.54,-0.09,-9,0.58
21556,1,3,2,2,0.7,0.13,0.53,0.83
21557,2,8,2,5,-0.37,0.13,0.11,-1.25
21558,1,8,1,3,0.7,1.21,0.32,-0.21
21559,2,3,-8,-8,-8,-8,-8,-8
21560,1,2,1,5,0.7,1.21,0.24,1.27
21561,1,8,-8,-8,-8,-8,-8,-8
21562,1,3,5,4,0.7,1.21,0.32,1.36
21563,2,2,1,3,1.82,0.8,1.73,2.17
21565,1,8,5,-8,-8,-8,-8,-8
21566,2,8,5,5,-0.37,-0.92,0.67,-1.39
21567,2,5,3,1,0.7,-9,-9,-7
21569,2,8,-8,-8,-8,-8,-8,-8
21570,1,5,2,3,-0.42,-0.5,0.32,0.71
21571,2,2,5,5,0.7,-0.5,1.17,1.1
21572,2,8,1,2,1.28,0.55,0.96,0.71
21573,1,5,2,4,0.12,1.21,1.73,0.96
21574,2,8,1,2,-1.54,-0.5,-1.55,-7
21575,1,5,1,2,-0.42,-0.5,-1.09,-1.64
21576,2,5,1,2,-0.42,-0.5,-1.09,-0.6
21577,2,3,3,3,-0.96,0.8,0.32,0.44
21578,1,3,2,1,-1.54,-0.5,1.11,-1.89
21579,1,8,2,3,-1.54,-0.92,-2.5,-7
21580,2,8,-8,-8,-8,-8,-8,-8
21581,2,7,1,2,-1.54,-0.5,0.32,-7
21582,2,8,3,2,0.16,1.21,-1.44,-9
21583,2,8,-8,-8,-8,-8,-8,-8
21584,2,5,1,1,1.24,0.58,0.32,1.77
21585,2,8,4,2,-1.54,0.13,0.11,-0.99
21586,1,8,5,5,0.7,-0.5,0.53,-1.89
21587,2,8,3,1,-1.54,0.16,-2.08,-7
21588,2,8,2,2,-1.54,-0.5,-2.5,-1.89
21589,2,3,1,2,-1.54,1.21,0.32,-0.46
21590,2,8,5,3,0.7,1.21,0.53,0.71
21591,2,8,5,5,1.28,1.21,1.73,0.46
21592,1,8,5,5,1.28,0.8,0.99,0.71
21595,1,8,-8,-8,-8,-8,-8,-8
21596,1,3,3,3,-0.96,-0.5,-0.24,-9
21597,2,5,4,3,-0.42,1.21,0.11,0.19
21598,1,8,5,4,-1.54,0.13,-0.24,-1.25
21601,1,2,1,4,1.24,1.21,1.52,0.73
21602,2,8,5,5,0.7,0.8,-0.53,0.19
21603,1,8,2,3,-1.54,-3.94,-0.74,-0.85
21604,1,8,2,1,-0.42,-0.5,0.53,-0.74
21605,2,3,4,5,1.82,1.21,1.52,1.13
21606,2,8,4,4,-0.42,-0.95,0.11,-1.39
21607,1,5,4,3,-0.42,-0.5,-0.7,-0.6
21608,1,8,5,2,-1.54,-2.22,-0.5,-0.6
21609,2,8,-8,-8,-8,-8,-8,-8
21610,2,5,1,2,-0.96,-1.39,0.03,-0.2
21611,2,2,4,4,0.75,-1.17,-0.35,-0.21
21612,1,5,4,1,0.12,1.21,-0.74,-7
21613,2,3,4,4,-0.42,-0.5,-0.35,-1.39
21614,2,8,3,5,-0.96,-1.17,0.53,-1.64
21615,2,8,3,2,-0.42,-0.5,0.11,-0.2
21616,1,8,5,5,1.24,-0.5,1.73,-0.21
21617,1,8,-8,-8,-8,-8,-8,-8
21618,2,8,4,4,-1.54,0.55,-2.11,-0.74
21619,1,2,3,4,-1.54,-0.5,-1.02,-1.14
21620,2,8,2,5,0.7,1.21,-0.35,0.44
21621,2,8,1,2,-1,-0.5,-1.3,-7
21622,2,3,-8,-8,-8,-8,-8,-8
21624,1,8,2,3,-0.42,-0.5,-1.09,-0.45
21625,2,8,-8,-8,-8,-8,-8,-8
21626,2,8,3,3,1.82,1.21,-0.97,-0.19
21627,1,6,2,3,0.7,-0.5,0.32,0.71
21628,2,8,3,5,1.82,-0.28,0.53,0.19
21629,1,2,1,5,0.7,1.21,0.32,1.52
21630,2,8,5,4,-1.54,1.21,-0.06,-0.46
21631,1,8,5,2,-0.42,1.21,-1.09,-9
21632,1,4,1,5,0.7,-0.5,1.73,1
21633,1,8,5,5,-0.42,-0.5,-0.74,0.05
21635,2,2,-8,-8,-8,-8,-8,-8
21636,2,8,3,4,0.16,0.8,0.32,1.11
21637,1,8,1,1,-0.42,-0.5,-0.35,-0.85
21638,2,8,5,5,0.7,0.8,0.32,-7
21639,1,8,-8,-8,-8,-8,-8,-8
21640,2,8,5,2,0.16,-0.92,0.11,-1.24
21641,1,8,5,4,0.7,0.13,0.11,0.19
21642,2,6,4,2,0.7,1.21,1.06,0.83
21643,1,3,5,4,-0.42,0.8,0.91,0.58
21644,1,8,-8,-8,-8,-8,-8,-8
21645,1,8,5,2,-0.42,-0.5,-0.48,-0.35
21646,2,5,1,2,-0.42,-0.5,-1.09,-1.49
21647,2,8,4,3,-0.96,-1.17,0.11,-0.6
21648,2,8,4,2,-1.54,-0.92,-1.65,-7
21650,2,5,1,2,0.16,1.21,0.47,0.96
21651,2,8,5,5,0.7,-0.92,-0.35,-0.58
21652,1,8,-8,-8,-8,-8,-8,-8
21653,2,8,5,4,0.16,-0.26,0.11,0.44
21654,2,8,3,1,-1.54,-3.94,-2.5,0.05
21655,2,8,3,4,-0.42,1.21,0.11,0.44
21656,2,8,2,4,1.82,1.21,1.26,2.17
21657,1,8,3,3,0.7,1.21,0.32,1.35
21658,2,6,1,1,-1.54,0.8,-1.33,-0.59
21659,1,5,1,4,1.28,0.8,0.32,0.44
21660,2,2,2,4,-0.42,-0.5,0.53,2.17
21661,1,5,4,3,-1.54,1.21,-1.3,-0.74
21662,1,8,1,5,-0.42,-1.17,-1.09,-0.85
21663,1,3,5,3,0.7,1.21,1.73,1.35
21664,1,5,3,1,1.24,-1.17,0.91,1.37
21665,1,8,3,5,1.82,0.16,0.32,1.36
21666,2,8,5,5,0.7,-9,0.32,0.56
21667,1,2,1,3,-0.37,1.21,-0.7,-7
21668,1,5,4,2,1.24,0.55,0.71,-9
21669,1,8,4,2,-1.54,-0.5,-1.3,-1.24
21670,2,8,1,4,-0.42,-1.58,0.11,-0.58
21671,2,8,5,5,1.82,1.21,1.73,1.92
21672,1,5,3,5,1.82,1.21,1.32,2.17
21673,1,8,2,1,0.7,-0.5,-0.7,-9
21674,2,8,2,4,0.7,0.8,0.32,1.23
21675,1,5,1,5,0.7,0.8,0.32,0.05
21676,2,8,5,4,0.7,-0.5,0.32,0.96
21677,1,8,4,3,0.7,1.21,0.32,0.19
21678,2,2,3,4,0.7,1.21,1.06,1.38
21679,2,8,2,1,-0.96,-0.5,-1.44,-1.89
21680,1,8,5,4,0.7,0.55,1.17,0.19
21681,2,2,1,5,1.82,1.21,1.17,0.71
21682,1,8,2,2,-0.42,-0.5,-0.88,0.19
21683,2,8,4,2,-0.42,1.21,-0.35,0.84
21684,2,8,-8,-8,-8,-8,-8,-8
21685,1,8,-8,-8,-8,-8,-8,-8
21686,1,8,-8,-8,-8,-8,-8,-8
21687,1,8,5,2,-1.54,1.21,-0.15,1.36
21688,1,8,4,4,-0.42,-0.5,-0.74,-7
21689,1,8,4,1,1.82,-2.05,1.52,-7
21690,1,8,3,2,-1.54,-0.5,-2.5,-7
21691,1,8,5,5,1.82,1.21,1.73,1.77
21692,1,3,2,1,0.7,1.21,0.32,0.19
21693,1,8,-8,-8,-8,-8,-8,-8
21694,1,8,5,2,-0.42,-0.5,-1.09,-0.2
21695,2,5,-8,-8,-8,-8,-8,-8
21696,2,8,4,1,-1.54,-0.5,-2.5,-7
21697,2,5,1,1,-0.42,1.21,-0.35,-0.34
21698,1,8,2,1,-0.42,-0.92,-1.44,-7
21699,2,2,5,-8,-8,-8,-8,-8
21700,2,8,3,3,-9,-9,-9,-9
21701,1,8,4,2,0.7,-0.5,-0.88,-7
21702,2,8,5,4,-0.42,-0.5,1.73,1.38
21704,1,3,4,3,0.12,-1.58,-9,-9
21705,2,5,1,1,-0.42,-0.5,0.32,0.19
21706,1,8,4,4,-1,0.55,0.32,-0.35
21707,2,8,3,5,0.16,-0.92,0.32,-0.18
21708,1,6,-8,-8,-8,-8,-8,-8
21709,1,8,3,1,0.7,0.13,-0.88,-1.64
21710,1,5,5,5,-0.37,1.21,1.17,-0.6
21711,1,8,4,1,-1.54,-0.92,-0.74,-1.25
21712,2,2,4,5,0.16,-0.5,-0.7,-0.2
21713,1,8,5,5,0.7,0.8,-0.03,0.96
21714,2,8,5,4,0.7,-0.92,-1.09,-0.2
21715,2,5,4,4,0.7,-1.17,0.11,0.19
21716,2,5,-8,-8,-8,-8,-8,-8
21717,2,8,5,4,-0.96,-0.5,-0.03,0.05
21718,1,3,3,3,0.7,-0.5,1.73,-0.6
21719,1,5,5,2,-1.54,-0.5,0.61,-0.45
21720,1,5,2,1,1.24,1.21,0.32,2.17
21721,2,3,2,5,1.82,1.21,-9,1.75
21722,1,4,5,3,0.12,0.8,0.32,1.75
21724,2,3,1,1,-1.54,-1.61,0.26,-7
21725,1,8,3,4,0.16,-0.28,0.11,1.13
21726,2,8,3,3,0.7,0.13,1.73,0.19
21727,2,8,5,4,0.7,1.21,1.06,0.44
21728,2,6,1,2,-0.96,1.21,-0.53,-9
21729,2,8,4,3,-0.96,-0.92,-0.94,-1.64
21730,2,8,4,2,-1.54,-0.5,-2.5,-7
21731,2,8,5,3,-1.54,-0.5,0.11,-7
21732,1,5,-8,-8,-8,-8,-8,-8
21733,2,8,5,4,0.16,-0.5,0.32,0.73
21734,1,8,4,3,0.12,-0.5,0.32,-7
21735,1,8,5,4,0.7,-0.5,0.58,0.86
21736,2,3,4,4,-0.42,0.8,0.5,0.84
21737,2,5,1,4,0.7,1.21,0.71,-0.08
21738,1,3,5,1,0.16,0.13,-0.88,-0.6
21739,1,2,-8,-8,-8,-8,-8,-8
21740,2,2,4,5,0.16,-0.5,0.11,1.36
21741,2,8,1,1,0.7,-0.04,0.32,-7
21742,2,8,4,3,-1.54,1.21,-2.5,-1.14
21743,1,8,5,5,0.7,-0.5,0.32,0.21
21744,1,3,2,1,0.7,1.21,0.32,0.71
21745,2,2,4,5,0.7,0.8,1.52,1.52
21746,1,8,3,4,-1.54,-0.92,0.08,-1.89
21747,1,8,3,2,0.7,1.21,1.52,1.13
21748,1,8,2,5,1.82,0.8,0.32,1.38
21749,1,3,2,4,-1.54,-9,-9,2.17
21750,2,8,1,1,-1.54,1.21,-2.15,-0.74
21752,1,2,3,5,1.82,1.21,1.06,1.38
21753,2,8,4,4,0.16,-0.28,-0.35,-7
21754,2,8,2,3,0.7,1.21,0.32,0.96
21755,2,5,3,2,-0.42,-1.17,0.32,0.19
21756,2,8,4,5,0.7,0.38,1.52,-7
21757,1,3,2,3,-0.42,0.8,0.11,-7
21760,2,8,1,2,-1.54,-0.5,-2.5,-1.89
21761,1,5,1,4,0.16,-0.5,-0.09,-0.6
21762,2,8,3,4,1.82,-0.95,1.73,-0.19
21763,1,3,4,1,-1,0.8,-0.86,0.84
21764,1,5,-8,-8,-8,-8,-8,-8
21765,2,5,2,4,0.7,0.58,0.67,0.96
21766,2,2,3,4,0.7,1.21,0.32,1.13
21767,1,5,5,3,-0.42,1.21,0.61,0.04
21768,2,6,2,1,-9,-9,-9,-7
21769,2,8,4,4,1.28,1.21,0.11,-0.35
21770,2,8,3,3,-0.42,-0.5,0.32,-0.6
21771,1,6,5,5,1.82,1.21,1.52,1.78
21772,1,3,3,5,0.12,-0.92,1.73,-0.21
21773,1,5,1,5,0.12,1.21,1.14,-0.35
21774,2,8,-8,-8,-8,-8,-8,-8
21775,2,8,3,4,1.24,1.21,1.32,0.96
21776,2,5,1,2,-9,-9,-9,-9
21777,2,8,2,2,1.24,1.21,0.32,1.13
21778,2,4,2,2,-0.96,-0.5,0.11,-0.2
21779,2,5,3,4,0.12,1.21,0.32,-0.21
21780,1,3,5,4,-0.42,-0.5,0.32,-0.2
21782,2,5,2,2,-1.54,-0.28,0.67,-0.34
21783,1,5,1,4,-1.54,-0.5,1.52,-0.85
21784,1,8,3,1,-1.54,1.21,-0.03,-7
21785,2,8,4,2,-1.54,-0.5,-1.09,-0.85
21786,1,8,4,5,0.7,-0.5,1.73,0.48
21787,2,8,3,5,1.82,0.8,0.71,0.71
21788,2,8,4,5,-9,-9,-0.15,-7
21789,2,6,4,5,-0.42,0.55,0.32,0.44
21791,1,6,5,5,-0.42,-0.5,-0.15,-0.85
21792,2,3,1,4,-0.42,-1.17,0.32,-0.21
21793,1,8,-8,-8,-8,-8,-8,-8
21794,2,5,5,4,1.24,0.38,0.91,1.35
21795,2,5,-8,-8,-8,-8,-8,-8
21796,2,8,-8,-8,-8,-8,-8,-8
21797,2,3,2,5,0.75,-0.92,0.32,-0.21
21798,2,5,1,2,0.12,-0.5,-0.45,-9
21800,1,8,2,2,-0.42,-0.92,0.32,-0.6
21801,1,5,-8,-8,-8,-8,-8,-8
21802,2,8,3,5,-0.42,0.13,0.11,-1.89
21803,1,8,2,1,-1.54,-0.5,-2.11,-1.64
21804,1,6,2,4,-1.54,-0.5,-1.3,-1.89
21805,1,8,4,5,0.7,-0.5,0.32,-0.21
21806,2,6,-8,-8,-8,-8,-8,-8
21807,2,6,-8,-8,-8,-8,-8,-8
21808,1,8,5,3,0.16,1.21,-9,-0.21
21809,2,8,2,2,-0.42,-1.17,1.38,0.44
21810,2,6,2,5,-1.54,-0.53,-1.3,-1.64
21811,2,2,2,4,0.16,1.21,-0.27,-0.2
21812,2,8,5,5,0.7,-0.92,0.32,-7
21813,2,8,1,3,-0.42,-0.92,0.96,0.19
21814,1,6,2,4,1.28,-0.5,0.32,-1.64
21815,1,8,3,5,1.24,0.13,0.32,1.13
21816,2,8,4,5,0.7,0.13,0.11,-0.48
21817,1,8,4,2,0.7,-0.5,-0.03,-7
21818,1,5,3,3,0.12,1.21,0.32,0.96
21819,1,8,2,3,-1.54,0.8,-1.3,-7
21820,2,5,2,4,0.7,-1.58,0.32,0.31
21821,2,8,4,4,-9,-0.92,0.32,-0.18
21822,1,8,2,1,-9,-9,-9,-9
21823,2,8,4,5,1.28,-0.53,0.32,-7
21824,2,8,4,5,1.24,1.21,1.73,1.38
21825,1,7,5,5,-0.42,-0.5,0.32,-0.6
21826,2,8,5,2,-1.54,0.13,0.11,-7
21827,1,5,4,3,-0.42,-0.5,0.32,-0.85
21828,2,6,2,2,-1,-0.5,-0.94,-0.74
21829,1,6,2,1,-0.42,0.58,-1.3,-0.21
21830,1,5,-8,-8,-8,-8,-8,-8
21832,2,8,5,5,0.16,-0.5,0.32,0.44
21833,1,8,4,4,-1.54,-1.34,-1.44,-0.21
21834,2,8,5,3,0.7,1.21,1.73,0.84
21835,1,8,3,4,-9,-9,-9,-7
21836,2,5,4,4,-1.54,0.55,-0.74,-0.2
21837,1,2,2,3,-9,-9,-9,-9
21838,2,2,2,1,-1.54,-0.92,-1.3,-7
21839,1,8,3,3,-9,-0.5,0.32,1.38
21840,2,2,3,5,0.16,-0.5,-0.53,0.96
21841,2,8,3,4,0.7,-0.5,0.32,-0.85
21842,2,6,1,1,-0.42,1.21,0.11,-0.6
21843,1,3,2,3,-0.42,-9,-9,-7
21844,1,6,1,3,0.12,0.13,-0.03,-7
21845,1,8,3,5,-1.54,-1.58,-9,-0.6
21846,1,8,3,4,-1.54,0.38,0.32,-1.24
21847,1,8,-8,-8,-8,-8,-8,-8
21848,1,8,5,4,-1.54,-0.28,0.11,-1.64
21849,2,2,4,4,-0.37,1.21,0.11,-9
21850,2,8,-8,-8,-8,-8,-8,-8
21851,1,8,5,5,1.82,-0.5,1.73,0.83
21852,2,8,4,2,-0.96,-1.17,-0.74,-0.34
21853,2,8,5,4,0.7,-0.5,0.32,0.71
21854,2,8,5,5,1.82,1.21,1.73,0.31
21855,2,8,4,4,-0.96,-1.17,0.11,-1.39
21856,1,3,3,3,0.7,0.13,0.71,-0.85
21857,2,5,1,1,-0.42,-0.5,-0.24,-9
21859,1,8,5,3,-0.42,1.21,0.11,-0.2
21860,1,2,3,1,-1.54,-0.5,-1.09,-0.85
21861,2,8,4,5,-0.42,0.55,-2.15,-0.74
21862,1,8,5,5,1.82,1.21,1.73,-0.48
21863,2,8,4,5,0.7,-0.5,-0.44,-0.6
21864,1,3,2,2,-1.54,-0.5,-0.24,-0.6
21865,1,8,5,-8,-8,-8,-8,-8
21866,1,8,1,5,0.7,-0.5,1.73,1.1
21867,1,8,5,5,1.24,0.8,0.32,1.75
21868,2,6,2,4,0.16,-0.5,1.14,-1.14
21869,1,8,5,2,0.16,-0.5,0.32,-1.89
21870,2,8,3,3,-1.54,0.8,-1.76,-0.99
21871,2,2,3,5,1.82,1.21,1.73,0.96
21872,1,8,5,5,0.7,-9,0.32,0.06
21873,2,5,2,1,-1.54,0.8,-0.74,-1.5
21874,1,6,5,2,-0.42,-0.5,0.32,-0.2
21875,1,5,2,5,1.82,0.8,1.52,-7
21877,2,8,5,5,0.12,0.8,-0.35,-0.6
21878,1,8,2,4,-0.96,0.8,0.5,-0.21
21879,1,8,4,4,-0.42,0.8,0.32,-9
21880,1,8,4,5,-0.42,-0.5,-0.56,-0.99
21881,1,8,2,1,-0.42,-0.5,-0.44,0.19
21882,2,5,5,2,-0.96,-1.58,-1.09,-0.6
21883,2,8,-8,-8,-8,-8,-8,-8
21884,1,6,3,3,1.24,1.21,1.17,-0.08
21885,1,2,5,5,0.7,-0.5,-0.15,-0.2
21886,2,5,2,1,-0.42,1.21,1.26,1.23
21888,2,8,4,4,-0.42,0.8,0.11,0.44
21889,1,3,5,5,0.7,0.8,0.32,0.46
21890,2,8,3,3,-0.42,-1.56,0.32,-0.46
21891,1,8,4,-8,-8,-8,-8,-8
21892,1,5,1,4,0.12,-0.09,0.53,-0.21
21893,1,8,3,5,0.7,-0.5,0.32,1.13
21894,1,4,1,4,-0.42,-0.48,-9,-1.24
21895,1,6,2,2,0.7,-0.09,0.32,0.06
21896,1,8,-8,-8,-8,-8,-8,-8
21897,1,8,2,5,1.82,0.8,1.73,-1.37
21898,1,5,2,5,-0.42,0.13,-1.09,-0.6
21899,2,6,4,3,-1.54,-0.92,0.32,0.44
21900,1,5,2,3,-0.42,0.55,-0.24,-0.2
21901,2,8,-8,-8,-8,-8,-8,-8
21902,2,3,4,2,-1.54,-0.5,-0.24,-0.99
21903,2,8,2,1,0.7,-0.5,0.11,-7
21904,2,6,5,2,-1.54,-1.17,-2.5,-1.64
21905,1,8,-8,-8,-8,-8,-8,-8
21906,2,8,3,4,1.24,1.21,0.71,0.96
21907,1,6,2,1,-1.54,-0.92,-1.09,-1.64
21908,2,8,5,4,-1.54,-0.5,-0.74,-0.2
21909,1,8,5,5,1.24,1.21,0.47,0.57
21910,1,8,-8,-8,-8,-8,-8,-8
21912,1,5,1,4,0.7,-0.5,0.11,0.19
21913,1,8,1,4,0.16,1.21,-0.74,0.32
21914,1,8,4,2,-1.54,-0.5,-1.3,-1.09
21915,2,8,4,4,0.12,-0.5,0.32,0.09
21916,2,5,3,5,0.12,0.13,-0.24,1.13
21917,2,5,3,2,-9,-1.58,-1.09,-7
21918,2,8,3,1,-1.54,-0.5,-1.76,-7
21919,2,8,5,5,0.16,-0.5,0.11,0.44
21920,1,8,5,5,-0.42,1.21,0.32,1.36
21922,2,3,-8,-8,-8,-8,-8,-8
21923,1,8,3,4,1.24,1.21,0.53,0.71
21924,2,2,1,2,0.7,-0.5,0.32,1.13
21925,1,8,2,4,0.7,-0.5,0.32,0.31
21926,2,8,5,3,-0.42,-0.5,-2.11,-0.6
21927,1,8,2,1,-9,-0.5,0.11,-7
21928,1,3,1,3,-0.42,-0.09,-0.35,-0.2
21929,2,5,5,3,-1.54,-0.92,-1.09,-1.1
21930,1,8,4,3,-1.54,-0.92,0.03,-1.39
21931,2,8,2,3,-0.96,-0.5,-1.09,0.19
21932,1,8,5,5,0.12,0.38,0.71,-1.25
21933,1,3,2,1,-1.54,-0.06,1.34,0.19
21934,1,5,4,3,0.7,0.13,0.11,-0.59
21935,2,8,2,4,-1.54,-1.34,-1.09,-7
21936,2,6,2,3,-0.42,0.13,0.5,-0.35
21937,1,5,1,1,1.24,0.13,-0.82,1.36
21938,2,6,2,3,0.12,0.13,0.32,0.44
21939,2,8,5,4,-0.42,-0.5,-0.7,-7
21941,1,8,5,5,1.24,1.21,0.11,1.77
21942,1,6,4,2,0.16,-0.5,-0.56,-1.25
21943,1,8,3,4,-0.42,-1.58,0.32,-1.1
21944,1,5,1,2,-0.42,-0.5,0.32,-0.46
21945,1,2,1,1,-9,-9,0.91,2.17
21946,1,8,5,1,-0.42,-1.17,-9,-0.85
21947,1,8,-8,-8,-8,-8,-8,-8
21948,2,8,-8,-8,-8,-8,-8,-8
21949,1,8,-8,-8,-8,-8,-8,-8
21951,1,8,4,4,0.12,-0.5,0.32,-1.64
21952,1,8,-8,-8,-8,-8,-8,-8
21953,1,8,4,5,-1,-0.5,-0.15,-0.6
21954,2,5,1,2,0.7,0.8,-1.3,0.05
21956,1,3,-8,-8,-8,-8,-8,-8
21957,2,8,5,5,0.16,0.13,0.71,-0.21
21958,1,3,5,3,0.7,1.21,0.32,0.17
21959,1,8,3,5,0.12,0.13,0.11,1.13
21960,2,8,4,2,-1.54,-0.5,-2.5,-1.89
21961,2,3,5,2,-0.96,1.21,-0.27,-0.6
21962,2,3,1,1,-0.96,0.8,-1.09,-7
21963,1,2,5,4,1.82,0.8,1.73,1.77
21964,1,8,2,3,0.7,0.16,0.47,-7
21965,1,8,4,2,-0.42,-0.5,-1.3,-1.89
21966,2,3,4,2,-9,-0.92,-1.09,-1.89
21968,2,8,5,5,-0.96,1.21,-0.09,-9
21969,2,8,4,4,-0.37,-0.5,0.32,-1.25
21970,1,2,5,5,1.82,0.55,0.32,0.86
21972,1,2,5,5,-0.37,-0.5,-1.44,-0.59
21974,2,5,4,3,-0.96,1.21,1.73,1.23
21975,2,8,2,2,-1.54,-1.58,-1.09,-1.89
21976,1,8,2,1,-0.42,1.21,1.73,0.83
21977,1,8,5,5,1.24,0.13,1.73,1.77
21978,2,8,1,4,-0.42,-0.5,-0.91,-1
21979,1,3,5,4,1.24,0.58,-0.24,1.52
21980,1,8,4,5,0.7,-0.26,0.88,1.75
21981,2,8,2,2,0.7,1.21,1.52,0.6
21982,2,5,5,5,0.16,-2.47,0.32,-7
21983,2,8,2,3,-9,-9,-9,-7
21984,1,4,-8,-8,-8,-8,-8,-8
21986,1,8,5,5,1.82,1.21,1.52,2.17
21987,2,6,4,2,-1.54,-1.17,1.73,0.83
21988,1,8,4,3,-1.54,0.8,0.32,-0.21
21989,2,8,3,1,-1.54,-0.5,-1.3,-1.39
21990,1,8,-8,-8,-8,-8,-8,-8
21991,1,8,4,1,0.16,0.55,-0.24,-0.2
21993,2,8,5,5,0.12,-0.5,0.32,-0.6
21994,2,5,2,5,0.7,0.8,0.11,0.17
21995,1,8,3,5,0.16,-0.5,-1.3,-0.85
21996,2,8,5,5,0.7,-0.5,0.32,-9
21997,2,5,3,2,0.12,-0.5,0.11,-7
21998,2,8,-8,-8,-8,-8,-8,-8
21999,2,6,2,2,-1.54,0.13,0.11,-1.89
22000,2,8,5,4,0.16,-0.5,0.32,0.05
22001,1,5,2,4,1.24,0.8,1.73,-0.04
22002,1,8,2,2,0.7,-0.92,0.11,-0.46
22003,2,5,-8,-8,-8,-8,-8,-8
22004,1,8,-8,-8,-8,-8,-8,-8
22005,2,6,4,4,0.16,-0.5,0.11,-7
22006,1,8,4,5,0.7,0.8,1.52,0.44
22007,1,8,2,2,-0.96,-1.58,0.61,-0.6
22008,2,8,4,5,1.82,1.21,1.73,0.98
22009,1,3,4,4,1.82,1.21,0.67,1.38
22010,1,2,1,5,0.7,1.21,1.32,1.77
22011,2,8,5,5,0.16,-0.92,-1.09,-0.59
22012,1,8,5,5,-9,-9,0.91,-0.08
22013,1,2,-8,-8,-8,-8,-8,-8
22014,1,2,5,5,-0.37,-2.66,-1,-0.99
22015,2,8,3,2,0.7,-0.5,0.11,1.13
22016,2,6,1,5,-0.42,-0.92,-1.3,-7
22017,1,3,1,3,0.12,-0.5,0.88,1.5
22018,1,8,3,2,-0.42,-2.22,-1.94,-1.89
22019,1,5,2,3,-1.54,-0.92,-0.44,-0.99
22020,1,3,1,1,-1.54,-1.17,-1.68,0.05
22021,2,8,4,4,-0.42,-1.58,-0.35,-0.75
22022,2,8,5,4,-0.42,-0.5,0.11,-0.6
22023,1,8,3,5,0.7,1.21,-0.03,-7
22024,2,3,1,5,0.16,-0.5,0.11,0.05
22025,2,8,5,5,1.82,1.21,1.73,2.17
22026,1,8,1,5,-0.42,-1.17,1.03,-0.6
22027,1,8,5,3,0.7,-0.5,0.32,-1.25
22028,1,8,5,5,0.7,-0.5,0.71,0.96
22029,2,8,5,4,-0.42,-0.5,0.11,-0.6
22030,2,8,5,5,1.28,-0.5,0.32,0.71
22031,1,5,4,3,0.7,-0.5,-1.09,-1.25
22032,1,6,5,1,-0.96,-0.5,-1.3,-1.64
22033,2,8,5,4,-1.54,0.8,-0.74,-0.99
22034,2,8,5,3,-1.54,-0.28,-0.7,-1.39
22035,1,6,1,5,1.82,1.21,1.73,-7
22036,1,5,2,2,0.12,1.21,-1.62,-0.99
22037,1,8,2,3,-0.96,-0.95,-1.18,-0.2
22038,1,3,2,2,0.7,1.21,1.73,1.52
22039,2,3,1,1,-0.42,0.8,-0.35,-0.99
22040,1,8,2,3,0.16,-0.5,0.11,-0.6
22041,2,8,2,1,-0.42,-0.5,0.32,0.19
22042,2,3,1,1,-9,-9,-0.74,0.05
22043,1,5,5,1,-0.42,0.13,0.32,-0.6
22044,1,8,5,4,-9,-9,-9,-9
22045,1,8,4,4,-1.54,-1.58,-1.3,-1.89
22046,1,8,2,2,-0.42,0.16,-0.35,-0.59
22047,2,5,2,2,-1.54,-0.5,-1.09,-1.89
22048,2,5,5,3,-0.42,0.13,-0.74,-0.2
22049,1,1,2,-8,-8,-8,-8,-8
22050,2,8,-8,-8,-8,-8,-8,-8
22051,2,8,5,5,1.82,0.13,0.11,0.71
22052,1,2,4,5,1.82,1.21,1.73,-7
22053,2,2,5,4,1.28,0.13,1.34,0.07
22054,2,2,1,4,0.21,-0.5,1.73,0.31
22055,2,5,2,2,-0.96,-0.5,-0.03,0.98
22056,2,8,-8,-8,-8,-8,-8,-8
22057,2,3,2,4,-0.42,-0.5,-0.35,0.19
22059,2,8,5,5,0.7,-1.58,0.32,-0.33
22060,1,5,3,5,1.82,1.21,0.67,-7
22061,1,8,3,3,0.7,-9,0.06,-0.21
22062,2,2,5,5,0.7,1.21,1.52,1.75
22063,2,8,4,4,-0.42,-0.5,-0.88,-0.59
22064,2,8,5,5,1.82,-0.28,1.38,0.98
22065,1,8,5,4,0.7,1.21,0.32,0.71
22066,1,8,2,5,0.7,0.8,0.32,0.44
22067,1,8,4,4,-1.54,0.13,0.11,-1
22068,2,6,3,1,0.16,1.21,0.32,0.84
22069,2,8,2,2,-0.96,-0.5,0.32,-0.6
22070,2,8,1,2,1.28,0.8,0.88,-7
