,STU_ID,X2SEX,X2RACE,X2SESQ5,X2TXMQUINT,X2MTHID,X2MTHUTI,X2MTHEFF,X2MTHINT_R
8513,23180,1,5,3,5,1.82,1.21,1.52,1.78
8514,23181,2,3,4,2,0.12,-0.5,0.32,0.86
8515,23182,2,8,4,5,0.7,0.13,-1.3,0.32
8516,23183,1,8,4,3,-0.96,-0.92,0.11,-1.39
8517,23184,1,5,4,4,0.66,-1.58,1.17,-0.18
8518,23185,2,2,5,5,0.16,0.13,0.32,-0.6
8519,23186,1,8,2,5,0.7,0.8,0.32,0.96
8520,23187,2,8,2,5,-0.42,1.21,0.85,0.44
8521,23188,1,5,1,1,-0.37,-2.0,-1.73,-1.25
8522,23190,1,3,2,2,0.7,1.21,0.32,1.78
8523,23191,2,3,1,4,1.24,1.21,0.11,0.86
8524,23193,2,8,3,1,-0.42,-0.5,-1.09,-0.6
8525,23194,1,8,5,4,-0.42,-0.28,0.32,-1.25
8526,23195,2,8,5,4,-0.96,1.21,-1.3,-1.24
8527,23196,1,8,4,5,1.82,0.38,1.34,0.44
8528,23197,1,8,2,5,1.28,0.8,1.52,-0.35
8529,23198,2,2,4,3,-0.46,-3.1,1.73,-1.14
8530,23199,1,6,5,5,0.16,-0.5,0.32,-0.2
8531,23201,1,8,1,4,0.7,-0.5,0.32,-0.6
8532,23203,2,3,2,3,-1.54,0.8,0.15,-0.35
8533,23204,1,5,1,2,0.16,-0.5,-0.53,-1.0
8534,23205,1,8,3,2,1.82,0.8,0.32,1.77
8535,23206,1,5,2,5,1.82,1.21,0.32,0.31
8536,23208,1,8,2,5,1.24,1.21,1.52,0.96
8537,23209,2,8,2,3,-0.42,-1.17,-0.09,-0.2
8538,23210,1,8,5,1,-0.42,1.21,0.32,-0.6
8539,23211,1,5,1,1,-1.54,1.21,0.11,0.58
8540,23212,1,5,1,1,0.7,-0.5,0.32,0.48
8541,23213,1,8,2,1,-1.54,-0.5,-0.74,-0.6
8542,23217,1,2,4,1,0.7,-2.25,-1.65,-1.1
8543,23219,1,8,5,5,0.12,-0.5,0.32,0.22
8544,23220,1,7,5,5,0.12,-0.5,0.32,-0.85
8545,23221,2,8,4,2,-0.42,-0.5,-0.27,-1.0
8546,23222,1,8,3,1,0.7,-0.5,0.11,0.96
8547,23227,2,8,1,2,0.7,1.21,1.17,1.75
8548,23228,2,8,2,4,-0.96,-0.28,-1.09,-0.85
8549,23229,2,3,4,4,0.12,-0.5,-0.53,0.73
8550,23230,1,8,2,3,-0.42,-0.5,-0.15,-1.1
8551,23231,2,8,5,5,0.7,-0.26,-1.09,-0.59
8552,23232,2,8,5,5,-0.42,1.21,0.67,-0.35
8553,23235,1,8,2,4,0.16,-1.17,0.32,-0.85
8554,23236,2,8,2,5,1.24,-0.92,0.32,0.71
8555,23238,1,2,5,4,0.7,1.21,0.11,1.1
8556,23240,1,8,4,3,0.16,0.13,-0.62,-0.6
8557,23246,2,8,4,4,1.82,1.21,1.52,1.38
8558,23247,2,5,1,3,1.28,1.21,-0.74,-1.25
8559,23248,2,3,1,2,-0.42,-1.17,-0.24,0.87
8560,23249,1,8,3,4,0.7,0.8,1.52,0.31
8561,23250,2,3,4,5,0.7,1.21,0.71,-0.85
8562,23252,2,3,3,1,-1.54,-0.5,0.32,-0.6
8563,23255,1,8,3,2,-0.42,1.21,0.11,0.31
8564,23257,1,8,3,5,1.82,0.58,0.32,1.13
8565,23258,1,5,5,1,-1.54,-0.28,-1.09,-0.85
8566,23261,1,3,3,4,-1.54,0.8,0.41,0.19
8567,23262,1,4,2,3,-0.42,-0.95,1.73,-0.6
8568,23264,2,5,3,2,-0.42,-0.5,-0.7,-0.6
8569,23265,1,8,4,3,0.7,-0.5,0.32,-0.6
8570,23266,1,8,5,5,0.7,0.8,0.32,0.71
8571,23267,2,8,2,5,1.82,1.21,1.73,1.35
8572,23270,1,2,3,5,1.28,-0.09,0.32,1.13
8573,23271,1,2,3,5,0.7,-0.5,0.32,0.96
8574,23272,2,8,5,1,-1.0,-0.5,0.53,0.58
8575,23276,1,5,1,1,-0.96,0.13,-1.09,-0.6
8576,23277,1,8,4,5,0.7,-0.11,0.5,-0.31
8577,23278,1,8,3,5,-0.42,0.16,0.67,0.19
8578,23280,1,7,4,2,0.16,-0.5,-0.15,-0.2
8579,23281,1,8,1,4,1.82,1.21,0.32,0.19
8580,23282,1,8,5,5,-0.42,-0.5,0.11,-0.6
8581,23283,1,3,4,4,0.12,0.13,-0.7,0.83
8582,23284,2,8,3,2,1.28,1.21,1.73,2.17
8583,23285,1,5,1,2,-1.54,-1.58,-1.09,-1.89
8584,23286,1,8,3,2,-1.54,-0.5,0.32,0.19
8585,23287,1,8,3,4,0.12,-0.28,0.32,0.05
8586,23289,1,8,2,4,1.28,-1.17,1.73,-1.37
8587,23293,2,8,4,2,-0.42,0.8,-1.76,-0.2
8588,23296,1,8,5,4,1.24,0.8,1.73,-0.31
8589,23297,2,8,2,5,0.7,1.21,1.73,1.23
8590,23298,1,8,5,5,0.12,0.8,0.11,1.13
8591,23302,1,3,4,3,0.66,1.21,1.73,2.17
8592,23303,2,6,2,5,0.16,-0.5,-0.74,-0.6
8593,23306,2,8,2,4,1.82,1.21,-1.3,-0.32
8594,23307,1,8,3,4,-0.42,-0.5,-0.03,0.44
8595,23308,1,5,1,1,-0.42,1.21,-1.27,-1.0
8596,23310,1,8,3,5,0.7,0.8,-0.15,-1.39
8597,23312,1,5,1,2,0.7,1.21,-0.74,-0.95
8598,23314,2,3,5,1,-1.54,-0.5,0.32,0.31
8599,23315,2,5,5,2,-1.54,-1.17,-0.91,-1.89
8600,23316,2,8,5,5,0.7,-1.17,-0.24,-0.75
8601,23318,1,8,5,3,-0.96,0.8,0.32,-0.6
8602,23319,2,8,1,1,-0.96,-0.5,-0.27,0.05
8603,23320,1,5,4,5,-0.42,-0.92,-0.74,-0.45
8604,23324,1,2,5,5,0.16,-0.5,0.18,0.31
8605,23325,2,6,4,3,0.7,-0.5,-0.03,1.52
8606,23327,1,8,3,5,0.12,0.13,-0.27,1.1
8607,23329,1,8,5,4,-0.42,-1.17,0.32,0.07
8608,23331,1,3,2,2,1.82,1.21,0.32,2.17
8609,23334,2,8,4,2,0.16,0.13,0.11,-1.25
8610,23335,2,8,5,4,1.28,1.21,1.73,0.04
8611,23336,1,8,2,3,-0.42,-0.5,-0.35,-1.24
8612,23337,2,8,2,2,-1.54,0.13,-1.65,-0.84
8613,23338,2,2,4,2,1.28,-0.5,0.32,1.36
8614,23340,1,2,4,2,-0.42,-0.92,0.32,-0.21
8615,23341,1,2,3,3,0.16,1.21,0.67,0.83
8616,23342,2,5,2,4,1.82,-0.5,1.73,1.1
8617,23344,2,8,3,2,-1.54,-0.5,-0.94,-1.39
8618,23345,1,5,1,2,0.7,1.21,0.53,-0.21
8619,23346,2,8,1,1,-1.54,-0.5,0.11,0.59
8620,23349,1,8,4,5,1.82,1.21,0.32,1.13
8621,23350,2,8,5,4,0.16,-0.92,0.03,0.19
8622,23351,1,8,1,2,-1.54,0.8,-2.15,-1.89
8623,23354,2,3,3,4,1.24,-0.5,0.32,0.71
8624,23355,1,8,5,3,-1.54,-0.28,-1.3,-0.85
8625,23358,2,8,4,2,-0.42,0.55,-0.83,-0.06
8626,23361,1,3,1,1,0.7,-0.5,0.11,-0.99
8627,23362,1,6,4,4,-0.42,-1.58,-0.03,-0.6
8628,23363,1,5,2,2,-0.42,-0.5,-0.03,-0.2
8629,23367,1,8,5,5,0.7,1.21,1.17,1.36
8630,23368,2,5,3,3,1.24,0.55,0.32,1.13
8631,23369,1,3,4,3,1.24,1.21,0.32,1.13
8632,23371,1,5,1,3,0.7,-0.5,-0.03,0.71
8633,23372,2,3,4,4,-1.54,-1.14,-1.09,-0.74
8634,23373,2,8,4,3,-0.42,-0.5,-1.09,-1.64
8635,23376,1,8,4,4,1.82,1.21,0.32,1.38
8636,23377,2,5,4,5,1.82,1.21,1.73,2.17
8637,23378,1,8,5,5,1.82,1.21,0.32,1.13
8638,23380,2,8,3,5,-0.42,0.13,0.32,-0.6
8639,23381,2,8,5,5,1.28,-1.17,1.73,-0.21
8640,23385,2,2,3,4,-0.42,1.21,0.32,0.44
8641,23386,1,8,1,5,1.82,1.21,1.73,2.17
8642,23387,1,5,2,2,0.7,1.21,1.73,2.17
8643,23388,1,5,2,3,0.7,1.21,0.5,0.84
8644,23390,2,5,2,2,-0.42,-2.22,0.32,-0.85
8645,23391,2,8,5,2,-1.54,-2.66,-2.5,-1.24
8646,23393,1,5,2,1,-0.96,-1.17,-0.03,-0.85
8647,23396,2,8,2,1,-1.54,-0.5,0.11,-0.6
8648,23398,1,8,5,4,0.16,-0.5,0.71,-0.6
8649,23399,1,5,2,3,0.12,1.21,0.18,1.12
8650,23401,2,8,3,5,1.82,-0.5,-0.15,1.13
8651,23402,1,5,1,4,-0.96,0.13,1.73,-1.39
8652,23405,1,8,2,3,0.7,-0.5,-0.94,-0.95
8653,23406,2,8,3,4,1.82,-0.5,0.32,0.31
8654,23408,2,5,3,4,0.7,1.21,0.71,-0.35
8655,23410,1,2,5,5,1.82,1.21,1.73,0.71
8656,23414,1,5,4,5,1.82,-0.09,1.73,1.23
8657,23416,2,8,5,4,-1.54,-2.22,-0.35,-0.6
8658,23417,1,8,5,5,1.24,1.21,1.52,1.77
8659,23418,1,8,2,4,0.7,1.21,1.52,0.96
8660,23421,2,8,3,2,1.24,0.16,1.73,0.21
8661,23422,1,5,3,1,0.16,-1.17,0.32,0.44
8662,23425,2,3,3,2,0.7,1.21,1.73,1.4
8663,23426,1,8,5,5,0.7,1.21,0.32,0.71
8664,23427,2,2,4,4,-0.96,-1.17,-1.76,-0.99
8665,23428,1,6,1,4,-0.42,0.8,-0.15,0.59
8666,23433,1,8,4,3,0.16,0.13,-0.06,-0.85
8667,23434,1,6,4,1,0.75,1.21,-1.03,-0.71
8668,23435,1,8,5,4,1.24,1.21,-0.44,0.05
8669,23436,2,2,3,3,0.7,-0.5,0.32,0.19
8670,23437,1,8,4,2,-1.54,-0.95,-1.35,-1.39
8671,23438,1,6,5,5,1.82,0.13,0.32,0.19
8672,23440,1,6,4,5,0.7,0.8,0.11,-0.2
8673,23441,1,2,5,5,1.28,1.21,1.73,1.35
8674,23443,1,8,5,3,0.7,-0.5,0.32,-0.2
8675,23446,2,8,5,3,-0.42,-0.5,0.11,-0.6
8676,23447,2,5,2,4,1.82,1.21,1.73,0.98
8677,23451,1,8,3,5,1.24,0.8,0.32,0.31
8678,23452,1,8,2,2,-1.54,-2.0,-0.8,-1.89
8679,23455,2,8,5,2,-1.0,-0.5,0.29,-0.35
8680,23456,1,8,3,3,-0.37,0.13,-0.06,-0.6
8681,23457,2,8,3,4,-0.42,1.21,0.32,0.96
8682,23458,2,8,3,1,-0.42,1.21,-0.06,-0.75
8683,23459,2,8,1,1,-0.42,-0.5,0.32,-0.85
8684,23462,1,6,5,2,-1.54,0.13,0.11,0.19
8685,23463,2,8,2,2,-1.54,-3.94,-0.24,-1.89
8686,23466,2,8,5,5,0.16,0.13,1.52,0.44
8687,23470,1,8,1,2,-1.54,-3.94,-2.5,-1.89
8688,23471,2,3,4,2,-0.42,0.8,-0.74,-0.6
8689,23472,2,8,5,3,-0.42,1.21,0.32,0.96
8690,23473,2,8,5,5,1.82,0.13,1.73,1.77
8691,23476,1,3,5,5,1.82,0.13,1.52,1.38
8692,23478,2,8,4,2,-0.42,1.21,0.24,0.05
8693,23483,1,5,3,2,-0.42,1.21,1.26,0.83
8694,23484,1,8,3,1,-1.54,0.8,-0.06,-0.85
8695,23485,2,8,5,5,0.7,-0.5,-0.27,1.13
8696,23486,2,8,5,4,-1.0,-0.5,-0.35,-0.85
8697,23488,1,3,3,1,1.24,0.58,0.29,0.46
8698,23489,2,8,4,2,-1.54,-0.5,0.11,-1.25
8699,23491,1,8,4,1,0.16,0.13,0.32,-1.25
8700,23492,2,8,1,4,1.24,-0.92,1.73,1.13
8701,23496,2,5,3,1,-0.42,-0.09,0.32,1.23
8702,23497,1,8,4,1,0.12,1.21,0.32,0.71
8703,23499,1,5,3,3,1.82,1.21,0.32,1.38
8704,23500,1,2,5,2,-1.54,-0.26,0.49,-0.71
8705,23501,2,2,5,5,0.16,-0.5,-0.09,0.57
8706,23503,2,8,1,1,-1.54,-0.5,-1.65,-1.14
8707,23504,2,8,4,3,0.7,0.8,0.32,0.96
8708,23505,1,6,4,4,0.66,-0.5,0.32,1.52
8709,23510,2,8,4,2,0.12,0.55,-0.06,0.96
8710,23512,2,8,1,4,0.7,-1.17,-0.06,-0.85
8711,23515,2,8,2,3,-1.54,-0.5,-2.5,-1.24
8712,23516,1,8,3,4,1.82,1.21,1.14,1.13
8713,23517,2,8,5,4,-1.54,-0.28,-0.44,0.05
8714,23518,1,8,4,1,-1.54,-1.17,-1.09,-1.89
8715,23519,2,8,1,2,-0.42,-0.5,0.11,-0.85
8716,23522,2,5,3,2,-0.42,-0.5,0.11,-0.99
8717,23523,1,8,1,3,1.82,1.21,0.32,1.52
8718,23524,1,5,4,4,0.16,-0.5,0.32,0.19
8719,23525,2,8,1,2,-1.54,-0.5,-0.15,-1.64
8720,23526,2,5,1,2,-0.37,-1.17,-0.53,0.19
8721,23528,2,6,5,5,0.16,1.21,-0.15,-0.35
8722,23529,1,8,5,5,0.7,0.13,-0.53,-0.2
8723,23530,1,8,3,1,-1.54,-0.5,-0.7,0.05
8724,23532,2,8,2,2,-0.42,0.13,-0.27,-0.2
8725,23533,2,6,3,4,1.82,1.21,1.73,2.17
8726,23536,1,5,3,3,-1.54,0.38,-1.3,-1.89
8727,23537,1,8,5,2,1.82,1.21,0.11,1.38
8728,23538,1,6,4,2,0.16,-0.5,-0.56,-0.6
8729,23540,2,8,5,5,0.7,0.8,0.71,0.19
8730,23542,1,5,3,1,-1.54,0.8,0.32,0.04
8731,23543,1,8,2,5,1.82,1.21,1.73,-0.46
8732,23544,1,2,4,3,0.7,-0.5,0.32,-0.85
8733,23545,1,8,3,3,1.28,-1.17,0.32,-0.6
8734,23547,2,8,4,2,-1.54,1.21,-1.76,-0.74
8735,23550,1,8,5,5,1.82,1.21,1.52,0.71
8736,23552,2,8,1,3,-1.54,-0.53,-1.76,-1.25
8737,23553,2,5,2,5,0.7,1.21,-2.5,0.05
8738,23554,1,8,4,3,0.16,-0.5,-0.74,-0.6
8739,23555,2,8,2,4,0.7,1.21,0.96,1.38
8740,23556,1,5,3,5,0.7,-0.5,0.32,0.71
8741,23557,2,8,3,3,-1.54,0.8,-0.56,-1.14
8742,23559,2,8,5,2,-1.54,0.8,0.47,0.44
8743,23561,1,2,5,5,0.7,0.13,0.32,0.19
8744,23562,2,2,1,3,-0.42,1.21,0.32,-1.14
8745,23564,2,8,5,4,1.82,0.38,1.52,2.17
8746,23565,2,8,4,2,0.7,-0.5,0.32,1.11
8747,23566,2,6,3,3,-1.54,0.16,1.52,-1.0
8748,23568,2,5,4,2,-0.42,-1.17,0.32,-1.25
8749,23569,1,8,5,5,0.7,-0.5,-0.53,-0.2
8750,23570,1,8,2,3,0.7,0.16,-0.5,-0.6
8751,23571,2,5,2,1,-0.96,-0.5,0.11,-0.6
8752,23572,2,2,5,5,1.82,-0.5,1.52,0.73
8753,23575,2,2,5,5,1.24,1.21,0.79,1.77
8754,23576,2,8,5,5,1.82,-0.5,1.52,1.77
8755,23577,2,8,2,3,-0.42,-0.92,0.32,0.06
8756,23579,2,5,1,4,-0.42,1.21,0.32,-0.6
8757,23580,2,2,3,4,0.16,1.21,0.32,0.44
8758,23581,2,8,3,5,0.16,0.13,-1.3,-0.99
8759,23583,2,6,2,4,1.82,1.21,-0.15,0.71
8760,23584,2,8,2,4,-0.42,-0.5,-0.5,-0.6
8761,23585,2,5,1,3,-0.42,0.13,-0.53,-1.0
8762,23586,2,3,3,3,0.7,-0.5,0.67,1.38
8763,23587,1,8,2,3,-1.54,0.13,-2.11,-1.64
8764,23589,1,6,2,3,-1.54,-0.5,-0.06,-0.6
8765,23590,1,8,2,3,-0.96,-0.92,0.32,0.19
8766,23591,2,8,4,4,-0.42,-0.5,-1.09,-0.6
8767,23593,1,2,3,5,0.16,-1.56,-0.74,-0.6
8768,23594,1,8,4,5,1.82,1.21,1.73,2.17
8769,23595,1,3,3,3,-1.54,-1.17,-2.5,-1.39
8770,23596,1,8,5,5,0.16,-0.5,1.73,-0.85
8771,23597,2,8,5,5,0.7,0.55,-0.09,0.19
8772,23599,1,5,4,3,-1.54,-0.5,-0.88,-1.39
8773,23601,2,8,2,4,-0.96,-0.5,0.32,0.19
8774,23602,1,8,2,4,1.28,-0.5,1.73,-1.39
8775,23603,2,8,3,5,-0.42,0.8,-0.5,-0.21
8776,23607,1,3,1,2,0.12,0.8,1.73,1.25
8777,23608,1,6,4,4,0.7,-0.5,0.32,0.19
8778,23609,1,5,4,4,0.16,1.21,0.32,-0.21
8779,23610,2,8,5,3,0.7,-0.92,-1.41,-1.24
8780,23614,2,6,2,5,1.82,1.21,1.73,1.36
8781,23615,1,8,2,3,-1.54,-0.92,-0.09,-1.89
8782,23616,2,8,2,4,1.82,1.21,-0.74,0.73
8783,23617,1,8,2,3,0.7,-0.5,-0.35,-1.25
8784,23618,1,8,2,4,1.82,-0.09,1.73,2.17
8785,23619,2,2,4,5,0.7,0.8,0.11,0.96
8786,23620,2,5,5,1,0.7,1.21,-2.5,-1.64
8787,23621,1,3,2,3,-0.42,-0.09,0.32,0.44
8788,23622,1,8,2,2,-0.96,-0.09,-2.5,-1.89
8789,23623,2,8,3,3,-0.42,-0.5,0.32,0.19
8790,23624,1,8,5,5,1.82,1.21,1.73,1.65
8791,23626,1,8,1,2,-0.42,-0.5,-0.5,-0.85
8792,23627,2,8,3,5,-0.42,-0.92,-1.09,-0.04
8793,23628,1,8,2,5,1.24,1.21,-0.35,-1.12
8794,23629,2,8,2,3,0.12,-0.5,0.32,0.19
8795,23632,2,8,4,4,0.7,0.8,-0.15,-0.2
8796,23633,1,1,2,3,-0.42,-0.92,0.93,0.04
8797,23635,2,3,4,3,0.7,-0.5,0.32,0.86
8798,23636,1,2,5,5,0.7,0.8,0.32,0.96
8799,23637,1,8,5,5,0.7,-0.5,0.32,1.13
8800,23638,1,5,5,5,0.7,-0.5,0.32,0.96
8801,23640,2,8,3,3,-0.96,-0.5,-0.94,-0.99
8802,23641,2,8,3,4,0.7,0.55,0.32,0.44
8803,23642,2,3,1,5,-0.42,0.38,0.03,-1.64
8804,23643,2,3,2,5,1.28,1.21,0.11,0.96
8805,23645,2,3,3,4,0.7,-0.5,0.11,1.13
8806,23646,2,8,5,5,1.24,1.21,0.11,1.13
8807,23648,2,8,4,4,-1.54,-1.58,-0.35,-0.2
8808,23650,2,5,2,2,-1.54,-1.34,-1.3,-1.39
8809,23651,2,8,4,5,1.82,1.21,0.32,2.17
8810,23652,1,6,2,3,1.24,0.8,1.52,1.13
8811,23653,1,6,5,5,1.24,-0.92,1.52,-0.06
8812,23654,1,2,4,2,0.12,-0.5,-0.88,0.71
8813,23655,1,8,3,4,0.7,1.21,0.11,1.38
8814,23657,2,8,2,3,0.7,-2.88,0.11,-0.33
8815,23658,1,3,1,3,1.82,0.8,1.06,1.12
8816,23660,2,6,2,4,-0.42,-0.5,0.32,-0.6
8817,23661,1,8,5,4,-1.54,-0.5,0.32,-1.64
8818,23662,1,8,5,2,-1.54,-1.58,0.32,-1.39
8819,23666,1,2,5,4,0.12,0.8,0.88,1.23
8820,23668,2,8,5,4,-0.42,-0.5,-0.03,-0.6
8821,23669,1,8,1,2,1.24,1.21,0.11,0.44
8822,23670,1,2,3,4,0.7,1.21,0.32,1.75
8823,23672,1,3,4,2,-0.42,-0.28,0.67,0.44
8824,23673,1,8,4,1,1.24,0.13,0.32,1.13
8825,23674,2,8,5,1,-1.54,0.58,-1.3,-1.49
8826,23675,1,8,4,4,0.7,-0.92,0.32,0.46
8827,23676,2,8,3,4,-0.96,0.13,0.32,-0.2
8828,23678,2,5,4,4,-1.54,-0.5,-0.43,-0.99
8829,23679,1,8,5,4,-0.42,0.13,-0.67,-0.6
8830,23681,2,8,5,4,-0.42,-0.5,-0.53,0.59
8831,23682,1,8,5,4,-1.0,-0.5,-0.24,-0.6
8832,23683,1,8,1,2,1.82,0.16,1.73,0.22
8833,23684,1,1,2,5,1.82,-0.53,1.73,-0.58
8834,23685,2,8,5,4,0.7,-0.5,0.03,0.17
8835,23686,1,8,4,2,0.7,0.55,-0.03,0.96
8836,23687,1,8,4,3,0.7,1.21,0.32,0.61
8837,23689,2,8,3,4,0.12,1.21,0.32,-0.6
8838,23690,2,3,4,3,-1.54,-2.03,0.29,-1.64
8839,23691,1,8,3,3,0.7,1.21,1.32,0.71
8840,23692,2,8,2,2,0.16,-2.0,-0.09,-1.49
8841,23694,1,2,3,3,0.7,0.8,0.71,1.36
8842,23696,2,8,3,1,-1.54,-1.17,1.52,-0.6
8843,23699,2,2,5,5,-0.42,1.21,1.52,-0.6
8844,23700,2,8,5,5,0.16,1.21,1.06,0.96
8845,23702,1,8,4,5,1.82,1.21,1.73,0.98
8846,23703,2,3,5,5,0.7,1.21,1.52,-0.75
8847,23704,2,2,5,3,0.12,1.21,-1.09,0.73
8848,23705,1,5,3,1,-0.42,-0.5,-0.42,-0.2
8849,23711,2,8,2,2,-0.42,-0.92,-1.09,-1.64
8850,23712,1,8,4,4,0.7,-0.5,0.32,0.19
8851,23713,1,8,5,5,0.16,-0.5,-0.35,0.05
8852,23716,1,8,5,4,0.7,1.21,1.73,1.36
8853,23719,2,6,3,3,1.24,-0.09,1.73,1.35
8854,23720,2,8,5,5,1.82,1.21,1.52,1.75
8855,23722,2,2,1,4,0.16,0.8,1.17,0.19
8856,23726,1,5,2,1,-0.42,0.55,0.32,1.26
8857,23727,1,6,2,3,-0.42,-0.5,-1.09,-0.6
8858,23728,1,8,3,4,-0.96,0.13,0.11,0.19
8859,23730,2,8,4,5,0.16,-0.92,-1.09,0.46
8860,23731,2,3,2,1,0.7,-0.5,0.32,1.13
8861,23734,1,8,2,3,-1.54,-3.3,0.11,-1.64
8862,23738,2,8,2,4,0.16,0.13,-0.03,-0.6
8863,23739,2,5,3,4,0.7,-2.66,-1.91,-0.7
8864,23740,1,8,2,4,-1.54,-0.5,-2.5,-1.89
8865,23743,1,2,4,2,-0.96,1.21,-1.76,-0.74
8866,23744,2,8,5,5,0.16,-0.5,-1.09,0.05
8867,23745,2,8,5,4,0.7,0.13,0.11,0.96
8868,23746,1,8,5,5,-0.42,-0.09,0.53,0.83
8869,23747,2,2,5,5,0.16,0.8,0.11,0.31
8870,23749,1,2,5,5,1.82,1.21,0.11,0.57
8871,23750,2,8,5,1,0.7,1.21,-1.09,0.32
8872,23752,1,3,4,4,1.28,0.55,1.52,1.36
8873,23754,2,5,5,4,-0.96,-1.56,0.32,0.44
8874,23756,1,2,3,5,1.82,0.16,1.73,2.17
8875,23757,1,8,3,4,1.24,1.21,0.32,-1.0
8876,23759,2,2,5,4,0.7,-0.5,0.32,-0.21
8877,23760,1,6,4,4,-1.54,-0.5,-1.09,-0.85
8878,23761,1,8,1,4,0.16,-0.5,0.11,-0.6
8879,23763,2,5,1,2,-1.54,-0.92,-1.76,-0.85
8880,23765,1,8,3,4,1.24,-0.5,0.11,-0.08
8881,23766,2,3,3,1,-0.42,-0.5,-1.09,-0.6
8882,23767,2,5,3,1,-0.42,1.21,0.32,0.71
8883,23769,2,8,5,2,-1.54,-0.5,-0.74,0.05
8884,23770,1,3,3,4,0.7,1.21,1.52,0.84
8885,23771,2,8,3,4,-1.54,0.38,-2.5,-0.99
8886,23774,1,8,1,1,-0.42,-0.5,-0.03,0.21
8887,23775,1,8,5,4,1.24,1.21,0.32,1.13
8888,23776,1,8,5,5,1.82,1.21,1.73,1.12
8889,23777,2,8,2,4,-0.37,1.21,0.39,-0.22
8890,23778,1,6,4,5,0.7,1.21,1.73,1.1
8891,23779,1,8,2,2,-0.42,0.13,0.11,0.84
8892,23780,2,8,3,2,-0.42,-0.5,-1.3,-1.25
8893,23783,2,8,4,2,-1.54,-0.53,0.11,-0.6
8894,23789,2,5,3,1,-0.42,-0.75,-0.27,-0.6
8895,23791,1,2,1,5,1.82,-0.5,0.32,0.31
8896,23792,2,5,4,5,0.7,-0.5,0.11,-0.47
8897,23793,1,5,4,5,1.24,0.55,1.38,0.19
8898,23794,2,5,3,1,-1.54,-1.17,-2.5,-1.89
8899,23795,1,8,5,4,0.7,0.8,0.32,0.71
8900,23796,1,8,2,3,0.12,1.21,-1.76,-0.07
8901,23798,1,8,3,2,-0.37,0.16,0.32,0.06
8902,23799,1,8,4,4,0.7,-0.92,0.32,0.96
8903,23801,2,8,3,3,1.82,1.21,1.73,-1.5
8904,23802,1,8,1,2,-0.42,1.21,-0.27,-0.85
8905,23803,1,8,4,4,0.7,-0.5,0.85,0.32
8906,23804,2,2,5,5,0.16,0.13,1.06,-0.35
8907,23805,2,5,2,5,-0.42,-0.5,-0.74,-0.2
8908,23806,1,5,3,4,0.7,-0.09,0.32,0.17
8909,23810,1,8,5,4,0.12,0.55,0.11,-0.6
8910,23812,1,3,2,5,-0.96,-1.17,-1.76,-1.89
8911,23814,2,8,3,2,1.24,1.21,0.71,1.11
8912,23815,2,8,5,5,1.24,1.21,1.73,1.13
8913,23816,2,8,5,5,0.7,0.13,0.32,0.19
8914,23817,1,3,5,3,0.7,-0.5,1.73,1.75
8915,23818,2,5,2,2,-0.37,-0.09,1.52,0.84
8916,23819,1,8,5,3,-0.42,1.21,-0.74,-0.99
8917,23820,2,5,1,5,1.28,1.21,0.32,-0.35
8918,23822,1,8,4,1,-0.37,-0.28,0.32,-0.6
8919,23825,1,8,2,1,0.7,0.8,-0.15,-0.6
8920,23827,2,8,5,5,0.7,1.21,-0.44,-0.2
8921,23828,1,8,4,5,0.7,0.8,0.11,-0.6
8922,23829,1,8,5,5,-0.42,-1.17,-1.09,-1.64
8923,23830,1,6,2,2,0.7,-0.09,0.32,1.38
8924,23831,1,8,2,2,0.7,1.21,0.32,0.96
8925,23832,1,6,4,4,0.7,-0.5,0.32,1.13
8926,23833,2,3,4,1,0.12,-0.5,-0.06,0.34
8927,23834,2,8,4,4,0.7,0.8,0.79,0.71
8928,23835,2,8,2,5,0.7,-0.92,0.32,0.19
8929,23836,1,5,2,3,-0.42,1.21,-1.09,-1.89
8930,23841,2,8,1,3,-0.42,0.8,0.32,-0.21
8931,23845,2,8,5,4,0.7,-0.5,0.11,-0.21
8932,23846,2,2,5,4,0.12,-0.5,-0.35,-0.2
8933,23848,1,8,4,2,-0.42,-0.5,-1.09,-0.85
8934,23849,2,8,4,5,-0.42,1.21,-0.53,-0.6
8935,23850,1,8,4,1,-1.54,-0.5,-0.74,-0.46
8936,23852,1,8,5,4,1.24,-1.17,-0.15,1.13
8937,23854,2,5,4,4,1.24,1.21,-0.74,1.36
8938,23856,2,2,4,2,0.7,0.55,1.52,0.06
8939,23859,2,8,2,1,0.16,1.21,-0.35,-0.6
8940,23862,1,6,3,5,1.82,1.21,0.93,1.38
8941,23863,2,3,1,2,-0.96,1.21,-1.0,-1.14
8942,23864,1,8,5,5,1.82,0.8,1.73,1.75
8943,23865,1,5,4,5,0.12,-1.14,-0.35,-0.2
8944,23866,2,3,1,1,-0.42,1.21,0.71,0.83
8945,23867,2,8,1,1,-1.54,0.8,-1.3,-1.89
8946,23868,1,8,4,5,0.7,0.8,0.32,0.71
8947,23869,2,5,1,1,0.7,-0.5,0.32,0.19
8948,23870,1,5,4,3,-0.42,0.55,0.32,1.36
8949,23873,2,8,1,2,-1.54,-0.92,-0.35,-0.85
8950,23875,2,3,2,1,-1.54,-0.5,-2.5,-1.39
